id_recomendacion,id_usuario,fecha_hora,categoria,detalle,justificacion
224,35,2025-06-09 11:30:41,material_estudio,Dedicar 30 min/día a lectura técnica en inglés.,Brecha alta en SQL y comunicación.
225,65,2025-09-04 22:43:14,prioridad_aprendizaje,Dedicar 30 min/día a lectura técnica en inglés.,Hito previo no consolidado (Git).
226,158,2025-05-30 21:17:34,material_estudio,Resolver 10 ejercicios de JOIN y ventanas en SQL.,Falta de práctica aplicada en Python.
227,76,2025-05-21 01:29:07,material_estudio,Completar módulo de DAX básico en Power BI.,Hito previo no consolidado (Git).
228,169,2025-05-07 21:59:23,material_estudio,Hacer proyecto integrador con dataset público.,Brecha alta en SQL y comunicación.
229,173,2025-07-27 01:10:05,habito,Completar módulo de DAX básico en Power BI.,Brecha alta en SQL y comunicación.
230,85,2025-10-04 20:25:06,habito,Completar módulo de DAX básico en Power BI.,Bajo puntaje en Inglés Conversacional.
231,100,2025-05-05 09:17:51,idioma,Completar módulo de DAX básico en Power BI.,Hito previo no consolidado (Git).
232,146,2025-09-05 03:19:02,prioridad_aprendizaje,Resolver 10 ejercicios de JOIN y ventanas en SQL.,Bajo puntaje en Inglés Conversacional.
233,32,2025-04-29 22:13:40,prioridad_aprendizaje,Practicar exposición de 5 minutos (storytelling).,Falta de práctica aplicada en Python.
234,63,2025-06-04 15:40:54,material_estudio,Resolver 10 ejercicios de JOIN y ventanas en SQL.,Hito previo no consolidado (Git).
235,161,2025-09-11 22:20:11,material_estudio,Resolver 10 ejercicios de JOIN y ventanas en SQL.,Hito previo no consolidado (Git).
236,116,2025-07-23 23:23:09,idioma,Resolver 10 ejercicios de JOIN y ventanas en SQL.,Bajo puntaje en Inglés Conversacional.
237,20,2025-07-13 15:07:14,prioridad_aprendizaje,Practicar exposición de 5 minutos (storytelling).,Hito previo no consolidado (Git).
238,77,2025-09-12 23:32:04,idioma,Dedicar 30 min/día a lectura técnica en inglés.,Hito previo no consolidado (Git).
239,1,2025-06-03 11:12:47,habito,Dedicar 30 min/día a lectura técnica en inglés.,Bajo puntaje en Inglés Conversacional.
240,97,2025-09-26 01:54:28,prioridad_aprendizaje,Completar módulo de DAX básico en Power BI.,Falta de práctica aplicada en Python.
241,44,2025-08-23 08:34:04,habito,Resolver 10 ejercicios de JOIN y ventanas en SQL.,Falta de práctica aplicada en Python.
242,22,2025-09-12 13:20:30,prioridad_aprendizaje,Practicar exposición de 5 minutos (storytelling).,Falta de práctica aplicada en Python.
243,187,2025-05-04 14:58:03,material_estudio,Practicar exposición de 5 minutos (storytelling).,Falta de práctica aplicada en Python.
244,5,2025-09-02 08:32:26,idioma,Practicar exposición de 5 minutos (storytelling).,Falta de práctica aplicada en Python.
245,130,2025-05-26 15:15:27,idioma,Practicar exposición de 5 minutos (storytelling).,Hito previo no consolidado (Git).
246,36,2025-07-05 07:06:42,prioridad_aprendizaje,Practicar exposición de 5 minutos (storytelling).,Bajo puntaje en Inglés Conversacional.
247,4,2025-10-04 20:33:05,prioridad_aprendizaje,Resolver 10 ejercicios de JOIN y ventanas en SQL.,Hito previo no consolidado (Git).
248,49,2025-09-27 11:50:03,habito,Practicar exposición de 5 minutos (storytelling).,Falta de práctica aplicada en Python.
249,106,2025-09-12 18:00:48,prioridad_aprendizaje,Completar módulo de DAX básico en Power BI.,Hito previo no consolidado (Git).
250,69,2025-06-24 09:15:08,idioma,Hacer proyecto integrador con dataset público.,Bajo puntaje en Inglés Conversacional.
